ID,Time,Illuminance,instant_motion_detect,10s_motion_detect
3,2023-12-12T16:27:03,99,0,0
3,2023-12-12T16:27:13,25,0,0
3,2023-12-12T16:27:23,34,0,0
3,2023-12-12T16:27:33,32,0,0
3,2023-12-12T16:27:43,33,0,0
3,2023-12-12T16:27:53,44,1,1
3,2023-12-12T16:28:03,33,0,0
3,2023-12-12T16:28:13,33,0,0
3,2023-12-12T16:28:24,165,0,0
3,2023-12-12T16:28:34,96,1,1
0,2023-12-12T16:28:44,10,1,1
0,2023-12-12T16:28:54,94,1,1
0,2023-12-12T16:29:36,70,1,1
